ufcstats_id,fighter_name,date_of_birth,espn_id,sherdog_id
51a0c09cbe9b8472,Liz Carmouche,2/19/1984,,
4e30e4250cb08b61,Loma Lookboonmee,1/18/1996,,
afe8d5b39ff7fca2,Louis Cosce,8/27/1995,,
d2bc285ead803db0,Louis Smolka,7/16/1991,,
528b071cf3da7c56,Luana Carolina,6/11/1993,,
3cf66c62d9069f43,Lucie Pudilova,6/13/1994,,
5b86d491d63890c5,Ludovit Klein,2/22/1995,,
2f1a257d6777096d,Luigi Vendramini,1/16/1996,,
2844b047183a1adb,Luis Pena,7/5/1993,,
4c288a2b250bb576,Luke Jumeau,2/12/1988,,
00e11b5c8b7bfeeb,Luke Rockhold,10/17/1984,,
96428b9e9bd048ea,Luke Sanders,12/12/1985,,
4e0692ad070976e4,Lyman Good,5/26/1985,,
7447e9f28508106a,Mackenzie Dern,3/24/1993,,
9cdd2da1a9104a0b,Macy Chiasson,7/27/1991,,
d802174b0c0c1f4e,Magomed Ankalaev,6/2/1992,,
31d7446b184e3305,Magomed Mustafaev,8/2/1988,,
8f5c8850b2484173,Mairbek Taisumov,8/8/1988,,
ea7e5bc78d9de658,Makhmud Muradov,2/8/1990,,
c549573c0df4d676,Maki Pitolo,11/24/1990,,
87a1dc546b1c5caf,Makwan Amirkhani,11/8/1988,,
dee294e9717012c2,Malcolm Gordon,5/19/1990,,
19b7738321cfae42,Mallory Martin,1/29/1994,,
2dc1bc1a02961656,Manny Bermudez,7/16/1994,,
82cbb809d5ee565c,Mara Romero Borella,6/3/1986,,
32c355b04fc57f3a,Marc Diakiese,3/16/1993,,
8e9eb3fc86db0f7d,Marc-Andre Barriault,2/18/1990,,
ac29d508d78384c9,Marcelo Golm,9/15/1992,,
6370c1c1e12723d5,Marcin Prachnio,7/14/1988,,
c9cf753cfdf77fc2,Marcin Tybura,11/9/1985,,
edd02825c29028fe,Marco Polo Reyes,11/7/1984,,
72e5e5a6edfa8223,Marcos Mariano,10/12/1986,,
ab943cd2c3c17825,Marcos Rogerio de Lima,6/25/1985,,
cd2c4d30c6e13b47,Marina Rodriguez,4/29/1987,,
bc711b6dd95c1af6,Mario Bautista,7/1/1993,,
c7d297714d9ab1a4,Marion Reneau,6/20/1977,,
a08ddd04eaffd81d,Mariya Agapova,4/7/1997,,
f57dd0bfa8c17813,Mark De La Rosa,8/31/1994,,
da0995f19b749cfa,Mark Madsen,9/23/1984,,
ef1182eb28c17d4e,Mark Striegl,6/23/1988,,
2ac4628c08ec5125,Markus Perez,6/22/1988,,
fea79f9bc8c68769,Marlon Moraes,4/26/1988,,
7c7332319c14094c,Marlon Vera,12/2/1992,,
9c44f290f5726d95,Martin Bravo,9/21/1993,,
ea3dcc417c322064,Martin Day,11/10/1988,,
7acbb0972e75281a,Marvin Vettori,9/20/1993,,
b4192a975027aab6,Maryna Moroz,9/8/1991,,
72db2a14ffa73ece,Mateusz Gamrot,12/11/1990,,
31123249b0bbf52e,Matt Brown,1/10/1981,,
dccb63727f2f5f74,Matt Frevola,6/11/1990,,
5b8ba8f5512893b1,Matt Sayles,2/21/1994,,
67c1d46f4ed16f9e,Matt Schnell,1/15/1990,,
eb29176b03dfa888,Matt Wiman,9/19/1983,,
4aa58269d0664b5b,Matthew Semelsberger,11/23/1992,,
068f8a189a47fea6,Maurice Greene,7/5/1986,,
140745cbbcb023ac,Mauricio Rua,11/25/1981,,
b0d6a1d8ac3d563d,Max Griffin,11/29/1985,,
150ff4cc642270b9,Max Holloway,12/4/1991,2614933,38671
59a27d2e6d0802ac,Max Rohskopf,9/27/1994,,
950d0ef5c17157c5,Maxim Grishin,5/2/1984,,
6a740daf1b279661,Maycee Barber,5/18/1998,,
cc8c623cca88f54f,Mayra Bueno Silva,8/22/1991,,
a0e75f4a13eb73f1,Megan Anderson,2/11/1990,,
c03520b5c88ed6b4,Merab Dvalishvili,1/10/1991,,
c58f51dedb310998,Michael Chiesa,12/7/1987,,
511e82663651438d,Michael Johnson,6/4/1986,,
5bf31a46becc1204,Michael Trizano,12/31/1991,,
0d65c432720accb9,Michal Oleksiejczuk,2/22/1995,,
595db60957de51d3,Michel Pereira,10/6/1993,,
e51fcd9cd84c0b93,Michel Prazeres,7/25/1981,,
eb04b9d31e938edb,Michelle Waterson,1/6/1986,,
9e50097a89442158,Mickey Gall,1/22/1992,,
82d4c957649faf9b,Miguel Baeza,8/23/1992,,
fb3e61720be4690c,Mike Davis,10/7/1992,,
56fcb2c4d99f9d1b,Mike Grundy,1/3/1987,,
f2b6fdb20675b11c,Mike Perry,9/15/1991,,
18b602842a24f7c5,Mike Rodriguez,11/28/1988,,
46e0d677f91bacc0,Miles Johns,3/30/1994,,
7559395ad833c074,Miranda Granger,4/13/1992,,
f29a6350c69f4a33,Miranda Maverick,7/1/1997,,
cbd3e590a85b18c5,Mirsad Bektic,2/16/1991,,
67f272324a030d00,Misha Cirkunov,2/27/1987,,
b8592b4a383696cd,Mitch Gagnon,10/10/1984,,
476fe566d2df676e,Modestas Bukauskas,2/10/1994,,
51018a31ddf31eb2,Molly McCann,5/4/1990,,
80d8aed0ca9b00f3,Montana De La Rosa,2/14/1995,,
cc1a8b4b38b92c6d,Montel Jackson,4/24/1992,,
49ee5024966efc0d,Mounir Lazzez,11/16/1987,,
76e2870ffafbe38f,Movsar Evloev,2/11/1994,,
447f9858ae78f921,Muslim Salikhov,6/9/1984,,
08e908ed6d18d6a0,Myles Jury,10/31/1988,,
776a58a67665a171,Nad Narimani,4/14/1987,,
6e7506127408aa9e,Nadia Kassem,11/15/1995,,
b7b84ccd221be298,Nasrat Haqparast,8/22/1995,,
881bf86d4cba8578,Nassourdine Imavov,3/1/1995,,
8355922d564b152c,Nate Diaz,4/16/1985,,
583ee11abddfc581,Nate Landwehr,6/6/1988,,
6e9f40c706f91f32,Nate Maness,6/27/1991,,
329e403448756217,Nathaniel Wood,5/8/1993,,
84b3e7d38f2d2ec5,Neil Magny,8/3/1987,,
1de9ad94de18eeaf,Nicco Montano,12/16/1988,,
2816ced060a21be3,Nick Hein,4/24/1984,,
8c57c7b8c3bab0eb,Nicolae Negumereanu,9/4/1994,,
9d19d9e4aa2662e8,Nicolas Dalby,11/16/1984,,
6fb1ba67bef41b37,Nik Lentz,8/13/1984,,
1091d4d957141094,Nikita Krylov,3/7/1992,,
62f7097c04311193,Niklas Stolze,12/28/1992,,
d8da10db80131bec,Niko Price,9/29/1989,,
d343df8ba11f4c4e,Nina Ansaroff,12/3/1985,,
f97c5433c77522d3,Nohelin Hernandez,3/1/1994,,
49858bf46dabf6fb,Nordine Taleb,6/10/1981,,
d3f5d33d61cd00c9,Norma Dumont,10/1/1990,,
6d68c1afe954f121,Ode Osbourne,1/9/1992,,
55ee431411ccf07a,Olivier Aubin-Mercier,2/23/1989,,
a0e6753c42698f13,Omar Morales,10/17/1985,,
16690d100f995f8f,Omari Akhmedov,10/12/1987,,
1cf7ccf64a5bf24e,Oskar Piechota,1/24/1990,,
ee18ff42063174df,Ottman Azaitar,2/20/1990,,
50db8711c70196cd,Ovince Saint Preux,4/8/1983,,
4d5197f331c47290,Paige VanZant,3/26/1994,,
91dac5e69e28d5b5,Pannie Kianzad,12/8/1991,,
ac40f7e3cbecdda4,Parker Porter,4/22/1985,,
e51e5cb722bd47a8,Patrick Cummins,11/16/1980,,
eabf206b162b3b83,Paul Craig,11/27/1987,,
e5010b1b94ca5755,Paul Felder,4/25/1984,,
2e5c2aa8e4ab9d82,Paulo Costa,4/21/1991,,
6bd02119599741a4,Pedro Munhoz,9/7/1986,,
d21113c9ff3788ae,Peter Barrett,8/10/1986,,
1fcfc3709fe58151,Peter Sobotta,1/11/1987,,
d661ce4da776fc20,Petr Yan,2/11/1993,,
53c943c873cffe90,Philipe Lins,8/17/1985,,
547afe1017e72dbe,Phillip Hawes,1/8/1989,,
31bbd39c0a075d4e,Pingyuan Liu,2/13/1993,,
5c126c6aac3ef364,Poliana Botelho,12/15/1988,,
9673a497a9da119a,Polyana Viana,6/14/1992,,
b1e5bcaad32a3cac,Priscila Cachoeira,8/19/1988,,
64facb6cc564262d,Punahele Soriano,11/22/1992,,
01784fbc27c68b14,Rachael Ostovich,2/25/1991,,
6a2f7c151031653d,Rafael Dos Anjos,10/26/1984,,
c814b4c899793af6,Rafael Fiziev,3/5/1993,,
abd5fb12437eda21,Ramazan Emeev,5/23/1987,,
3d074044a33825e7,Ramiz Brahimaj,11/17/1992,,
4a57ebb14315b251,Randa Markos,8/10/1985,,
c6aee362c7a7d482,Randy Brown,7/8/1990,,
325ad0dd9126d3df,Randy Costa,7/6/1994,,
94527830000ab715,Rani Yahya,9/12/1984,,
b9f28e7045fdfce7,Raoni Barcelos,5/1/1987,,
2f13e4020cea5b38,Raphael Assuncao,7/19/1982,,
41f90012b86a11bf,Raphael Pessoa,3/9/1989,,
fc169c387b4b465d,Raquel Pennington,9/5/1988,,
82b4e942781b1046,Raulian Paiva,10/17/1995,,
a4de54ea806fb525,Ray Borg,8/4/1993,,
90e0985df05e51bc,Ray Rodriguez,12/10/1987,,
2c99576fefe53c7c,Renan Barao,1/31/1987,,
b6452706b373eea1,Renato Moicano,5/21/1989,,
f748267c4ab6c127,Rhys McKee,9/10/1995,,
3974fa35c917af1d,Ricardo Lamas,5/21/1982,,
1ae8f3c723aacff4,Ricardo Ramos,8/1/1995,,
5987b2458f4b5290,Ricky Simon,8/31/1992,,
05339613bf8e9808,Rob Font,6/25/1987,,
f2925e6db404bf1d,Robbie Lawler,3/20/1982,,
e1147d3d2dabe1ce,Robert Whittaker,12/20/1990,,
260e9e0d4954aea6,Rodolfo Vieira,9/25/1989,,
d31a5546c0e9b213,Rodrigo Nascimento,11/26/1992,,
07a2bdaa0afdd831,Rogerio Bontorin,4/25/1992,,
73e09f837f3b5ecc,Rogerio Nogueira,6/2/1976,,
d61316139d68dbe3,Roman Bogatov,12/15/1990,,
327d5f279895110d,Roman Dolidze,7/15/1988,,
9d83f6da776ff7d6,Roman Kopylov,5/4/1991,,
37c5366d18ed6c05,Roosevelt Roberts,2/11/1994,,
2c5a0b8317f8f27a,Roque Martinez,3/4/1986,,
47b63240018d5d86,Rose Namajunas,6/29/1992,,
4f732e58ed907eff,Ross Pearson,9/26/1984,,
1fc64507a0cb38cf,Rostem Akman,12/19/1991,,
4498b382c65a7faa,Roxanne Modafferi,9/24/1982,,
9b7694d064a8a0ad,Rustam Khabilov,11/4/1986,,
20999e27ddd94bda,Ryan Benoit,8/25/1989,,
8866c6f509c19089,Ryan Hall,2/22/1985,,
35e1f9984ed64206,Ryan MacDonald,3/18/1993,,
a67f5afa8d6a1b80,Ryan Spann,8/24/1991,,
70d2329a92864fdb,Sabina Mazo,3/25/1997,,
0fd5f4b838e890cc,Said Nurmagomedov,4/5/1992,,
cbf1c7ba5408a66f,Salim Touahri,9/28/1989,,
d156513a19acf856,Sam Alvey,5/6/1986,,
e94085e821bd81de,Sam Hughes,6/28/1992,,
88d7b6d8230e1f3f,Saparbeg Safarov,10/14/1986,,
7be74a12d7352df2,Sara McMann,9/24/1980,,
49b130de1da2e1bf,Sarah Alpar,6/1/1991,,
1641ef250e9de19b,Sarah Frota,4/14/1987,,
539ed332b3078821,Sarah Moras,4/30/1988,,
a6c20202c701e5ca,Sasha Palatnikov,3/15/1989,,
df1eb4354d18a906,Scott Holtzman,9/30/1983,,
45f7cb591c3ab00b,Sean Brady,11/23/1992,,
b50a426a33da0012,Sean O'Malley,10/24/1994,,
0d8011111be000b2,Sean Strickland,2/27/1991,,
4682bc59d5f55145,Sean Woodson,6/7/1992,,
f14cf73e51b29254,Sergei Pavlovich,5/13/1992,,
90da09db03e41748,Sergey Khandozhko,5/19/1992,,
e2f6b2769aaedd6c,Serghei Spivac,1/24/1995,,
1bcaac2d99b90fce,Sergio Moraes,7/23/1982,,
de75d1c45a39e221,Sergio Pettis,8/18/1993,,
a68575214ecad140,SeungWoo Choi,11/3/1992,,
2f5cbecbbe18bac4,Shamil Abdurakhimov,9/2/1981,2558062,
0d980975001ae3d8,Shamil Gamzatov,8/9/1990,,
122ac9b816d8b71c,Shana Dobson,3/30/1989,,
98d961097baaf308,Shane Burgos,3/19/1991,,
4cd8b03aee1d0138,Shane Young,7/31/1993,,
568bbad0eaced57c,Shanna Young,2/20/1991,,
01afe0916a40c7c5,Shavkat Rakhmonov,10/23/1994,,
0d62719b1dcf7c40,Sheymon Moraes,10/11/1990,,
4234f0097c83fa62,Sijara Eubanks,4/27/1985,,
aec185309b4843d0,Siyar Bahadurzada,4/17/1984,,
94426bb170c88115,Sodiq Yusuff,5/19/1993,,
32490e80ddab1e5a,Song Kenan,3/10/1990,,
efb96bf3e9ada36f,Song Yadong,12/2/1997,,
be68b375707dcb85,Spike Carlyle,5/6/1993,,
ebc1f40e00e0c481,Stefan Struve,2/18/1988,,
5e6294b37bbef029,Stephanie Egger,8/12/1988,,
4a28cb716c19157a,Stephen Thompson,2/11/1983,,
97cf1a2c7c5e7889,Steve Garcia,5/22/1992,,
b93c06d09d1c4ac0,Steven Peterson,5/29/1990,,
31a13532e724ca2b,Stevie Ray,3/25/1990,,
d28dee5c705991df,Stipe Miocic,8/19/1982,,
3cf18e01cb6cbde3,Su Mudaerji,1/20/1996,,
e70de1859b7ee78e,Sultan Aliev,9/17/1984,,
192520689012c7e4,Suman Mokhtarian,6/13/1992,,
6e0e977beb909837,Sung Bin Jo,7/17/1992,,
a851c35f58199231,Syuri Kondo,2/8/1989,,
6aae253467e8f9ce,Tafon Nchukwi,10/14/1994,,
f00ac08ab056af5d,Tagir Ulanbekov,8/7/1991,,
c62fbc117d57b943,Tai Tuivasa,3/16/1993,,
f7467152fd9f18a2,Taila Santos,6/22/1993,,
8abac218746e04ca,Takashi Sato,6/9/1990,,
5b2325cd70dbe2ea,Talita Bernardo,3/4/1987,,
04c8b08b16a5b99e,Tanner Boser,8/2/1991,,
b08012bbe542592a,Tatiana Suarez,12/19/1990,,
ef44e4ea9050f2ea,Te Edwards,9/11/1990,,
31ef8b67e13495b3,Tecia Torres,8/16/1989,,
8f4eeaf7a0df7c1a,Teemu Packalen,5/22/1987,,
88cd34d836b4ebcd,Teruto Ishihara,7/23/1991,,
31ee470ef5dc8d7f,Thiago Alves,10/3/1983,,
d945aae53e3e54e6,Thiago Moises,3/23/1995,,
dea070ed4a2a8281,Thiago Santos,1/7/1984,,
2b074403b7c6cdb4,Thomas Almeida,7/31/1991,,
e7f51d9f9e9259e7,Thomas Gifford,7/26/1992,,
c80095f6092271a7,Tim Boetsch,1/28/1981,,
c96d9178c9ed9e62,Tim Elliott,12/24/1986,,
4b47e71384a9522f,Tim Means,2/20/1984,,
45e738622ea2c02c,Timur Valiev,1/19/1990,,
d31cbcdd7d69536d,TJ Brown,5/22/1990,,
c849740a3ff51931,TJ Dillashaw,2/7/1986,,
cd2e5a390821fb48,TJ Laramie,10/15/1997,,
bda04c573563cc2e,Todd Duffee,12/6/1985,,
399afbabc02376b5,Tom Aspinall,4/11/1993,,
1588b787bda7b540,Tom Breese,9/26/1991,,
22a92d7f62195791,Tony Ferguson,2/12/1984,,
601964f9654f911a,Tony Gravely,9/28/1991,,
1a08b01fdabb6ae2,Tony Kelley,1/21/1987,,
b12a1d19ee383b7c,Tonya Evinger,6/4/1981,,
68d4a891e5cf2029,Tracy Cortez,12/10/1993,,
b27a1fcb56a3035a,Trevin Giles,8/6/1992,,
ec23c1be628d8057,Trevin Jones,8/4/1990,,
f797f0c57a83353e,Trevor Smith,1/5/1981,,
2ebfbe72ed703925,Tristan Connelly,12/12/1985,,
effd9de9937996f8,Tyron Woodley,4/7/1982,,
6e00cfffd54653c4,Tyson Nam,10/6/1983,,
65578a75fa7900e3,Uriah Hall,7/31/1984,,
78114b7199cef90c,Urijah Faber,5/14/1979,,
132deb59abae64b1,Valentina Shevchenko,3/7/1988,,
9b7dfb3b7d99926a,Vanessa Melo,3/27/1988,,
4798e823ada58fe9,Veronica Macedo,10/30/1995,,
6d4b63c767106d3a,Vicente Luque,11/27/1991,,
f6e5972c9d16c40e,Victor Rodriguez,9/5/1992,,
c77a953488e5607d,Vinc Pichel,11/23/1982,,
ed2a8cc402173781,Vince Cachero,11/7/1989,,
37098a6e6c27fb66,Vince Morales,11/12/1990,,
acb36c908d415c4a,Vinicius Moreira,2/28/1989,,
7dda2cf308f24a02,Virna Jandiroba,5/30/1988,,
36541f1e6c5d4955,Viviane Araujo,11/21/1986,,
0845c81e37d3bcb3,Volkan Oezdemir,9/19/1989,,
03f982ca3735070c,Walt Harris,6/10/1983,,
d317a5e2b3f88c5f,Warlley Alves,1/4/1991,,
4dcfb28c011c11b2,Wellington Turman,7/22/1996,,
5da33b8fbfa5ee95,William Knight,4/3/1988,,
5aedf14771ca82d2,Wilson Reis,1/6/1985,,
fdbefee0827e1567,Wu Yanan,4/18/1996,,
2296125b6c362355,Wuliji Buren,3/1/1989,,
cbf5e6f231b55443,Yair Rodriguez,10/6/1992,,
c41d426cc7326d1b,Yan Xiaonan,6/16/1989,,
3143bf892608139a,Yana Kunitskaya,11/11/1989,,
813550bc53b15fb0,Yancy Medeiros,9/7/1987,,
f77c68bb4be8516d,Yoel Romero,4/30/1977,,
1eff7bc0f815b270,Yorgan De Castro,12/19/1986,,
3fa7688bfe48a493,Yoshinori Horie,5/10/1995,,
52c2ae6d2f2d2613,Youssef Zalal,9/4/1996,,
87aa9fb63d6b51a1,Zabit Magomedsharipov,3/1/1991,,
4ba8d454f762005d,Zak Cummings,8/2/1984,,
47cd337b86b1af92,Zak Ottow,12/22/1986,,
862b0b3375aa4b6e,Zarah Fairn,12/12/1986,,
79cb2a690b9ba5e8,Zarrukh Adashev,7/29/1992,,
7f0f171414d0a287,Zelim Imadaev,1/25/1995,,
55fa6ce3e522c8bb,Zhalgas Zhumagulov,8/29/1988,,
1ebe20ebbfa15e29,Zhang Weili,8/13/1989,,
aceffa19749c4dc0,Zubaira Tukhugov,1/15/1991,,
