ufcstats_id,fighter_name,weight_class,strikes_att_per_min,strikes_landed_per_min,strike_pct,strikes_absorbed_per_min,strikes_att_against_per_min,strike_def_pct,sig_strikes_att_per_minute,sig_strikes_landed_per_min,sig_strike_pct,sig_strikes_absorbed_per_min,sig_strikes_att_against_per_min,sig_strike_def_pct,td_att_per_15_min,td_landed_per_15_min,td_pct,td_def_pct,sub_att_per_15_min,control_pct,control_against_pct
6b453bc35a823c3f,Jack Della Maddalena,N/A,19.76,10.78,0.5455,4.31,14.82,0.2908,18.68,8.27,0.49,4.31,14.82,0.2908,0.0,0.0,,0.71,0.6,0.0793,0.0599
