ufcstats_id,first_name,last_name,full_name,nickname,height,weight,reach,stance,wins,losses,draws,belt
7cdd3e5d3aa9cb39,Yan,Cabral,Yan Cabral,,"5' 11""",155,73.0,Orthodox,13,3,0,False
601f8439a0277670,Juan,Cabrera,Juan Cabrera,Papi Juancho,--,185,,,9,1,0,False
ce7871949b0ed2bf,Alvin,Cacdac,Alvin Cacdac,,"5' 6""",125,,Orthodox,18,13,0,False
7aa3d6964eff4877,Alex,Caceres,Alex Caceres,Bruce Leeroy,"5' 10""",145,73.0,Southpaw,21,15,0,False
ed2a8cc402173781,Vince,Cachero,Vince Cachero,The Anomaly,"5' 6""",145,68.0,Orthodox,7,4,0,False
b1e5bcaad32a3cac,Priscila,Cachoeira,Priscila Cachoeira,Zombie Girl,"5' 7""",135,65.0,Orthodox,13,7,0,False
90d28fee0af74f2d,Travis,Calanoc,Travis Calanoc,The Dark Knight,"5' 8""",145,,Orthodox,5,1,0,False
800feaa25700a85f,Ricky,Calatayud,Ricky Calatayud,,"5' 9""",125,,,16,2,0,False
8661578c8bb80f51,Lucas,Caldas,Lucas Caldas,,"5' 8""",155,70.0,Orthodox,6,2,0,False
7d4d7583df7eebf9,Carlos,Calderon,Carlos Calderon,Chief,"5' 11""",145,71.0,Southpaw,6,3,0,False
b7dc25ee40ee8334,Darrion,Caldwell,Darrion Caldwell,The Wolf,"5' 10""",135,,,10,1,0,False
fc0a4053eb8a3a59,Nicolle,Caliari,Nicolle Caliari,,"5' 3""",125,62.0,Orthodox,8,4,0,False
53d471e9bf5f2fc8,Taylor,Callens,Taylor Callens,,"5' 10""",155,,,6,0,0,False
98215d037be5bcb7,Cynthia,Calvillo,Cynthia Calvillo,,"5' 4""",115,64.0,Orthodox,9,6,1,False
dfb965c9824425db,Joe,Camacho,Joe Camacho,,"5' 9""",155,,Orthodox,13,19,3,False
764342d39cdaa54a,Frank,Camacho,Frank Camacho,The Crank,"5' 10""",155,73.0,Orthodox,22,10,0,False
71d25689f70e4036,Lucas,Camacho,Lucas Camacho,,"6' 4""",265,80.0,Orthodox,6,1,0,False
72f890c5d421e705,Matheus,Camilo,Matheus Camilo,Jaguar,"5' 10""",155,69.0,Orthodox,10,3,0,False
7abe471b61725980,Fabricio,Camoes,Fabricio Camoes,Morango,"5' 10""",155,71.0,Orthodox,14,9,1,False
6c2030e0a143a94b,Chris,Camozzi,Chris Camozzi,,"6' 2""",185,75.0,Orthodox,24,13,0,False
1999ffb5cebc314f,Brian,Camozzi,Brian Camozzi,Mantis,"6' 2""",170,78.0,Orthodox,7,5,0,False
4a99978a0366bb29,Ricky,Camp,Ricky Camp,2 Slick,"5' 7""",135,,,11,4,0,False
f5585e675af7afd4,Mike,Campbell,Mike Campbell,The Beast,"5' 9""",155,,Southpaw,13,4,0,False
d060014a5a039829,Thomas,Campbell,Thomas Campbell,,--,,,,3,3,0,False
784285b7ae7dd85f,Shane,Campbell,Shane Campbell,Shaolin,"6' 0""",155,71.0,Orthodox,14,6,0,False
b39f7a6c2be17ee8,Charlie,Campbell,Charlie Campbell,The Cannibal,"6' 0""",155,72.0,Orthodox,9,3,0,False
903ef36a6adc09a3,Kitt,Campbell,Kitt Campbell,The Killer,"6' 1""",170,73.0,Orthodox,16,7,0,False
9d51798e61f2e0c7,Kurtis,Campbell,Kurtis Campbell,The Pink Panther,"5' 9""",145,72.0,Switch,8,0,0,False
31bbd46d57dfbcb7,John,Campetella,John Campetella,,"5' 9""",235,,Orthodox,0,1,0,False
db6d5f691aea3fd3,Wagner,Campos,Wagner Campos,Galeto,"5' 6""",145,,Southpaw,12,10,0,False
aa8dc72b3a1f761c,Derek,Campos,Derek Campos,The Stallion,"5' 9""",155,,,19,6,0,False
901cddcbfa079097,Will,Campuzano,Will Campuzano,,"5' 9""",125,70.0,Orthodox,14,6,0,False
c2a670b22d2e196f,Aleksa,Camur,Aleksa Camur,,"6' 1""",205,74.0,Orthodox,6,3,0,False
32be4b7f7de1c905,Chico,Camus,Chico Camus,The King,"5' 6""",125,66.0,Orthodox,17,7,0,False
2a7afe14b3a0a058,Asbel,Cancio,Asbel Cancio,,"5' 10""",225,,,0,1,0,False
760a55d5b6098cbe,Carlos,Candelario,Carlos Candelario,The Cannon,"5' 8""",125,68.0,Southpaw,8,3,0,False
23fbe02caabcd214,Ronaldo,Candido,Ronaldo Candido,Pacman,"5' 6""",125,,Southpaw,6,0,0,False
24b033b3daf1c9df,Luiz,Cane,Luiz Cane,Banha,"6' 2""",185,77.0,Southpaw,17,7,0,False
d05412b513b19621,Guido,Cannetti,Guido Cannetti,Ninja,"5' 6""",135,68.0,Southpaw,10,8,0,False
13a0275fa13c4d26,Jared,Cannonier,Jared Cannonier,The Killa Gorilla,"5' 11""",185,77.0,Switch,18,9,0,False
03da33a102d9a45f,Jose,Canseco,Jose Canseco,,"6' 4""",240,,Orthodox,0,1,0,False
23100e8f71f25a4a,Cody,Canterbury,Cody Canterbury,,"5' 8""",155,,,1,10,0,False
6750e338922a099d,Bo,Cantrell,Bo Cantrell,Redrum,"6' 2""",235,,Orthodox,10,10,0,False
f1f9e48a0d150757,Steve,Cantwell,Steve Cantwell,The Robot,"6' 2""",185,75.0,Orthodox,7,6,0,False
83b8fe74224dd642,Paul,Capaldo,Paul Capaldo,,"5' 7""",135,,,6,0,0,False
bd81a97864acf098,Phil,Caracappa,Phil Caracappa,The Hitman,"5' 8""",135,70.0,Orthodox,6,1,0,False
44f9c777fed7ca03,Frank,Caracci,Frank Caracci,,--,,,,2,3,0,False
899eaba48fa864a6,Gina,Carano,Gina Carano,Conviction,"5' 8""",145,,Orthodox,7,1,0,False
155a02a8b4311057,Dos,Caras Jr.,Dos Caras Jr.,,"6' 4""",225,,Orthodox,9,5,0,False
5ef0088c1b19beeb,Bryan,Caraway,Bryan Caraway,Kid Lightning,"5' 8""",135,68.0,Orthodox,21,9,0,False
e5512a6aed150d8f,Remo,Cardarelli,Remo Cardarelli,,--,135,,,7,5,0,False
f6a7b02c42e9fc5b,Phil,Cardella,Phil Cardella,,"5' 11""",155,,,8,5,0,False
99a86b134dccc166,Edgar,Cardenas,Edgar Cardenas,Kitty Katt,--,145,,,4,1,0,False
b2e3aca4cd363477,Chris,Cariaso,Chris Cariaso,Kamikaze,"5' 3""",125,64.0,Southpaw,17,8,0,False
cbd022eaf2ac546a,Ronald,Carillo,Ronald Carillo,,--,125,,,4,2,0,False
08a7080ff5904661,Rafael,Carino,Rafael Carino,,"6' 8""",245,,Orthodox,2,1,1,False
f59a6de8a5dfe297,Don,Carlo-Clauss,Don Carlo-Clauss,,--,170,,,10,7,0,False
52e76bb4b3e852f3,Antonio,Carlos Junior,Antonio Carlos Junior,Cara de Sapato,"6' 2""",185,79.0,Orthodox,11,5,0,False
be68b375707dcb85,Spike,Carlyle,Spike Carlyle,Alpha Ginger,"5' 8""",145,71.0,Switch,9,3,0,False
3591d0d5d382a381,Francis,Carmont,Francis Carmont,Limitless,"6' 3""",205,78.0,Orthodox,25,12,0,False
51a0c09cbe9b8472,Liz,Carmouche,Liz Carmouche,Girlrilla,"5' 6""",125,66.0,Orthodox,13,7,0,False
1c86754617d9813a,Roan,Carneiro,Roan Carneiro,Jucao,"5' 11""",170,76.0,Orthodox,21,11,0,False
c0d5c0c95c59050b,Ariane,Carnelossi,Ariane Carnelossi,Sorriso,"5' 2""",115,61.0,Orthodox,15,4,0,False
528b071cf3da7c56,Luana,Carolina,Luana Carolina,Dread,"5' 6""",135,69.0,Orthodox,11,5,0,False
b80ea4880f25c187,Tim,Caron,Tim Caron,The Bear,"6' 1""",185,,Orthodox,7,1,0,False
b62d5280966b2460,Clayton,Carpenter,Clayton Carpenter,,"5' 6""",125,66.0,Orthodox,8,2,0,False
89ed44801968b8e3,Gabriel,Carrasco,Gabriel Carrasco,,"5' 6""",135,,,7,0,0,False
9346efb4bbaedd08,Cody,Carrillo,Cody Carrillo,,"5' 10""",155,,,11,16,0,False
064b7dc68d786254,Cain,Carrizosa,Cain Carrizosa,The Insane,"5' 8""",155,,Orthodox,10,3,0,False
572a89dbe1f76761,Roger,Carroll,Roger Carroll,The Leprechaun,"5' 10""",170,,,16,14,0,False
0d49ddc07bd8c747,Jonny,Carson,Jonny Carson,,"5' 10""",155,,,11,7,0,False
1e3302f9ab6f549a,Scott,Carson,Scott Carson,,"6' 2""",215,,,4,2,0,False
7b6e40a73b567072,Shonie,Carter,Shonie Carter,Mr. International,"5' 10""",170,,Southpaw,51,31,7,False
1f592bfefb0d62a3,Jack,Cartwright,Jack Cartwright,,"5' 9""",135,68.0,Orthodox,10,1,0,False
456c02115efc4a01,Bruno,Carvalho,Bruno Carvalho,,"5' 8""",154,,,10,5,0,False
fef3d17e27e916e7,Antonio,Carvalho,Antonio Carvalho,Pato,"5' 9""",145,70.0,Orthodox,15,6,0,False
620d8710e89cfeae,Rafael,Carvalho,Rafael Carvalho,,"6' 3""",185,,,14,1,0,False
68dd7b3783c19f9c,Shane,Carwin,Shane Carwin,The Engineer,"6' 2""",265,80.0,Orthodox,12,2,0,False
1f4b04a926ef1287,Johnny,Case,Johnny Case,Hollywood,"5' 10""",155,72.0,Orthodox,22,6,0,False
8d9586726252dbf7,Kevin,Casey,Kevin Casey,King,"5' 11""",185,77.0,Southpaw,9,5,2,False
5f179af5fffeb9f6,Cortney,Casey,Cortney Casey,Cast Iron,"5' 7""",125,67.0,Orthodox,10,10,0,False
3993f7dcb7caf42a,Brandon,Cash,Brandon Cash,Money,"6' 5""",255,,Orthodox,10,4,0,False
ec7ac09293d26c05,Bendy,Casimir,Bendy Casimir,,"5' 5""",145,,Southpaw,20,14,2,False
31c01fbc2586a5eb,Dwayne,Cason,Dwayne Cason,,"5' 10""",212,,Orthodox,1,1,0,False
2b1c6f28039efe36,Joe,Cason,Joe Cason,,"6' 3""",205,,,9,1,0,False
5fa2974cbd18e05c,John,Castaneda,John Castaneda,Sexi Mexi,"5' 6""",135,71.0,Switch,21,8,0,False
a0a69dc9914ef6e1,Eric,Castile,Eric Castile,,"5' 8""",145,,,3,2,0,False
31ceaf0e670c1578,Gil,Castillo,Gil Castillo,,"5' 9""",170,,Southpaw,8,5,0,False
d1e7fc58d4225cdf,Danny,Castillo,Danny Castillo,Last Call,"5' 9""",155,71.0,Orthodox,17,10,0,False
feeae92f951f49a9,Raul,Castillo,Raul Castillo,,"5' 11""",185,,Orthodox,7,1,0,False
e680418329c84ec4,Jenna,Castillo,Jenna Castillo,,"5' 2""",125,,,1,0,0,False
6ca68b636fbc1f18,Tim,Catalfo,Tim Catalfo,Obake,"5' 11""",235,,Orthodox,4,2,0,False
f8fe2053d73d7bcf,Nick,Catone,Nick Catone,The Jersey Devil,"6' 0""",185,72.0,Southpaw,10,4,0,False
68d76fd9ecf7431d,Luke,Caudillo,Luke Caudillo,Lil' Hulk,"5' 7""",155,,Orthodox,17,17,0,False
2a74bbba57058f12,Gesias,Cavalcante,Gesias Cavalcante,JZ,"5' 8""",155,71.0,Orthodox,21,10,1,False
5c1ca0c72b599a3c,Rafael,Cavalcante,Rafael Cavalcante,Feijao,"6' 1""",205,74.0,Orthodox,12,7,0,False
e3964ece586e0635,Jacqueline,Cavalcanti,Jacqueline Cavalcanti,,"5' 8""",135,70.0,Orthodox,10,1,0,False
9c3de7f8966326de,Igor,Cavalcanti,Igor Cavalcanti,Jacare,"5' 11""",170,79.0,Orthodox,9,1,0,False
0e21976afc92e4d1,Magnus,Cedenblad,Magnus Cedenblad,Jycken,"6' 5""",185,79.0,Orthodox,14,5,0,False
3e61082025db8137,Yosdenis,Cedeno,Yosdenis Cedeno,Pink Panther,"5' 8""",155,69.0,Orthodox,10,6,1,False
056c493bbd76a918,Henry,Cejudo,Henry Cejudo,Triple C,"5' 4""",135,64.0,Orthodox,16,6,0,False
b27b8881d7444114,Adam,Cella,Adam Cella,El Naturel,"6' 2""",170,,,6,8,0,False
f21a152aaa3e95c6,Vinicius,Cenci,Vinicius Cenci,Chambinho,"6' 1""",155,74.0,Orthodox,7,2,0,False
e872e9a9a902c045,Katlyn,Cerminara,Katlyn Cerminara,Blonde Fighter,"5' 9""",125,68.0,Orthodox,18,6,0,False
09a4447655fd4b7b,Rafael,Cerqueira,Rafael Cerqueira,The Lion,"6' 3""",205,76.0,Southpaw,11,4,0,False
1d00756835ca67c9,Donald,Cerrone,Donald Cerrone,Cowboy,"6' 1""",155,73.0,Orthodox,36,17,0,False
fdf59144e535bc38,Jared,Chaffee,Jared Chaffee,,"5' 10""",155,,,5,2,0,False
9ccf8371fd80d45d,Luan,Chagas,Luan Chagas,Tarzan,"6' 0""",170,75.0,Orthodox,15,3,1,False
5ef94841c4bc3f86,Edgar,Chairez,Edgar Chairez,Puro Chicali,"5' 7""",125,71.0,Orthodox,12,6,0,False
7342fcc41a4817fa,Ansar,Chalangov,Ansar Chalangov,,"5' 9""",170,,Orthodox,14,5,0,False
26b63bc5c0c1f65d,Alex,Chambers,Alex Chambers,Astro Girl,"5' 3""",115,63.0,Southpaw,5,5,0,False
4b93a88f3b1de35b,Michael,Chandler,Michael Chandler,Iron,"5' 8""",155,71.0,Orthodox,23,10,0,False
af9efbfd63d39734,Chelsea,Chandler,Chelsea Chandler,,"5' 8""",135,68.0,Southpaw,6,4,0,False
62f3039da2f92a8c,Eduardo,Chapolin,Eduardo Chapolin,,"5' 7""",125,67.0,Orthodox,15,2,0,False
8788beb528894f33,Donnie,Chappell,Donnie Chappell,,"5' 11""",178,,Southpaw,0,1,0,False
19ffeb5e3fffd6d5,Joe,Charles,Joe Charles,The Ghetto Man,"6' 1""",260,,Southpaw,6,13,0,False
32a4f1235f0dad73,Dan,Charles,Dan Charles,The Man,"6' 2""",228,,,10,6,1,False
5b03b61f9d90125e,Morgan,Charriere,Morgan Charriere,The Last Pirate,"5' 8""",145,69.0,Orthodox,21,11,1,False
8061a3136026a673,Jeisla,Chaves,Jeisla Chaves,A Braba,"5' 6""",125,68.0,Orthodox,7,0,0,False
b406da701c479076,Ernest,Chavez,Ernest Chavez,EJ,"5' 8""",145,70.0,Orthodox,10,2,0,False
84e8920e59ff14a7,Emilio,Chavez,Emilio Chavez,,"5' 9""",145,,,12,9,0,False
0de720c0f1d4ab9c,Danny,Chavez,Danny Chavez,The Colombian Warrior,"5' 8""",145,67.0,Orthodox,11,5,1,False
9c5f7d5c6d084b35,Gabriel,Checco,Gabriel Checco,Zangief,"6' 1""",185,,Switch,10,2,0,False
d8d7b24d276c8cb0,Albert,Cheng,Albert Cheng,,"5' 11""",170,,Orthodox,7,4,0,False
78a68f1dade6aaf7,Fabio,Cherant,Fabio Cherant,Water Buffalo,"6' 1""",205,74.0,Southpaw,7,4,0,False
c713a845360d604b,Ion,Cherdivara,Ion Cherdivara,,--,205,,,1,1,0,False
79a193111e3bc99b,Mark,Cherico,Mark Cherico,The Pride of Bloomfield,"5' 7""",145,69.0,Orthodox,11,1,0,False
9cdd2da1a9104a0b,Macy,Chiasson,Macy Chiasson,,"5' 11""",135,72.0,Orthodox,11,5,0,False
c58f51dedb310998,Michael,Chiesa,Michael Chiesa,Maverick,"6' 1""",170,75.0,Southpaw,19,7,0,False
9560ff14eb3129f7,Giga,Chikadze,Giga Chikadze,Ninja,"6' 0""",145,74.0,Orthodox,15,5,0,False
767755fd74662dbf,Khamzat,Chimaev,Khamzat Chimaev,Borz,"6' 2""",185,75.0,Orthodox,15,0,0,True
9f7787e56a6bc0f4,Sako,Chivitchian,Sako Chivitchian,,"5' 11""",155,,Orthodox,8,1,0,False
371a1c91b24dec2b,Mu Bae,Choi,Mu Bae Choi,,"6' 2""",230,,Orthodox,12,6,0,False
2c104b7e59a72629,Hong Man,Choi,Hong Man Choi,Techno Goliath,"7' 2""",330,,Orthodox,4,5,0,False
e93b04e308913c2e,Dooho,Choi,Dooho Choi,The Korean Superboy,"5' 10""",145,70.0,Orthodox,16,4,1,False
a68575214ecad140,SeungWoo,Choi,SeungWoo Choi,Sting,"6' 0""",145,74.0,Orthodox,11,8,0,False
adccbc19b22e19af,SeungGuk,Choi,SeungGuk Choi,,"5' 6""",125,64.0,Orthodox,7,3,0,False
3be16d817b36098b,DongHun,Choi,DongHun Choi,,"5' 5""",125,66.0,Switch,9,0,0,False
001eb2ab0f30e7ea,Mark,Choinski,Mark Choinski,The Shark,"5' 8""",155,69.0,Orthodox,8,1,0,False
03c9994c5b8958ec,John,Cholish,John Cholish,,"5' 11""",155,74.0,Orthodox,8,3,0,False
55a7b2d4e54ffac9,Ryo,Chonan,Ryo Chonan,Piranah,"5' 9""",170,70.0,Orthodox,22,13,0,False
db5dc7cb80d7d418,Will,Chope,Will Chope,The Kill,"6' 4""",145,,Switch,34,13,0,False
3c4320a1b6106611,Cody,Chovancek,Cody Chovancek,The Best Fisherman in MMA,"5' 8""",135,67.0,Switch,9,0,0,False
2d447cc91bdaa545,Joachim,Christensen,Joachim Christensen,,"6' 3""",205,76.0,Orthodox,14,6,0,False
7e9b36a9847db116,Kevin,Christian,Kevin Christian,,"6' 7""",205,80.0,Orthodox,9,3,0,False
b369533a577fa97c,Dan,Christison,Dan Christison,The Sandman,"6' 8""",265,,Orthodox,20,7,0,False
4f11e9ce318ffbcb,Anthony,Christodoulou,Anthony Christodoulou,,"5' 9""",155,,Orthodox,12,7,0,False
d4a12dfa4067742f,Murad,Chunkaiev,Murad Chunkaiev,,"5' 11""",185,,Orthodox,8,4,0,False
f197ce0cbe69996d,Cameron,Church,Cameron Church,,"5' 11""",155,72.0,Orthodox,4,1,0,False
eaebaa6801338ea1,Steven,Ciaccio,Steven Ciaccio,Stryker,"6' 0""",170,,,4,4,0,False
51b0bb73a1da34bc,Mike,Ciesnolevicz,Mike Ciesnolevicz,,"6' 0""",235,,Orthodox,19,4,0,False
2244d9a2b64b8c3b,Hannah,Cifers,Hannah Cifers,Shockwave,"5' 1""",115,62.0,Orthodox,10,7,0,False
4e5bbc4566049cbf,Branko,Cikatic,Branko Cikatic,,"6' 1""",215,,Orthodox,0,2,0,False
3f3550bf126a5721,Nikolajus,Cilkinas,Nikolajus Cilkinas,,--,,,Orthodox,2,6,0,False
67f272324a030d00,Misha,Cirkunov,Misha Cirkunov,,"6' 3""",205,77.0,Orthodox,15,9,0,False
42611508ba8c3298,Johnny,Cisneros,Johnny Cisneros,The Tattooed Terror,"5' 11""",170,,,9,6,0,False
1c2f2571b18791b6,Laverne,Clark,Laverne Clark,,"5' 11""",170,,Orthodox,27,21,1,False
6776260cb0aef647,Logan,Clark,Logan Clark,,"6' 2""",185,,Orthodox,18,6,0,False
69108cb8b32efe04,Mychal,Clark,Mychal Clark,,"6' 3""",224,,Orthodox,10,14,0,False
8a64b3f87ad29d1e,Dominic,Clark,Dominic Clark,,"5' 10""",155,,,10,7,0,False
dd4c16777fb2ccf9,Heather,Clark,Heather Clark,Hurricane,"5' 6""",115,64.0,Orthodox,7,6,0,False
cc7040fe76f0ef91,Devin,Clark,Devin Clark,Brown Bear,"6' 0""",205,75.0,Orthodox,14,9,0,False
6c8072b61c276e67,Jessica-Rose,Clark,Jessica-Rose Clark,,"5' 5""",135,64.0,Orthodox,11,9,0,False
7ae36b3791e0969a,Shannon,Clark,Shannon Clark,MMA Barbie,"5' 5""",125,64.0,Orthodox,5,1,0,False
a77c71a574132188,John,Clarke,John Clarke,,--,170,,,1,1,0,False
c76ec2bc3a57666a,Mitch,Clarke,Mitch Clarke,Danger Zone,"5' 10""",155,73.0,Orthodox,11,5,0,False
7d21de9c6d7c98b2,Rich,Clementi,Rich Clementi,No Love,"5' 9""",155,72.0,Southpaw,45,23,1,False
e5ecaf884b6da2bc,Chris,Clements,Chris Clements,The Menace,"5' 10""",170,70.0,Orthodox,12,6,0,False
8e32bfcff3ec1717,RJ,Clifford,RJ Clifford,,--,160,,,4,3,0,False
60098849c703e389,Mark,Climaco,Mark Climaco,,"5' 4""",125,65.0,Southpaw,9,2,0,False
48e96d9cea6d4ab0,Josh,Clopton,Josh Clopton,The Gentleman,"5' 6""",145,,Orthodox,6,2,1,False
3138fab619faf4d1,Brian,Cobb,Brian Cobb,,"5' 11""",155,,Orthodox,20,9,0,False
dc6d8256ee3dfba5,Darryl,Cobb,Darryl Cobb,,"5' 9""",185,,,6,8,0,False
6dbb1107de9a4a08,Dave,Cochran,Dave Cochran,,"5' 6""",155,,,26,29,1,False
8fa7e0bc052185ce,Dakota,Cochrane,Dakota Cochrane,,"5' 8""",155,,,29,12,0,False
0b77a05bcbd2de74,Marloes,Coenen,Marloes Coenen,,"5' 9""",145,67.0,,23,8,0,False
e90d9d0681270953,Marc,Cofer,Marc Cofer,,--,185,,,7,5,0,False
8b260672a21d1fd6,John,Cofer,John Cofer,The Potter,"5' 9""",155,,Southpaw,8,4,0,False
a0c29b13f7a5df32,Chris,Coggins,Chris Coggins,,--,,,,7,10,0,False
dbac0a413af64bbe,Felipe,Colares,Felipe Colares,Cabocao,"5' 8""",145,69.0,Orthodox,10,4,0,False
2eab7a6c8b0ed8cc,Wayne,Cole,Wayne Cole,,"6' 1""",205,,Orthodox,16,25,0,False
1174782eacde9b0c,Devin,Cole,Devin Cole,,"6' 4""",240,,Orthodox,20,10,1,False
cecd72feb0d640e3,Coltin,Cole,Coltin Cole,,--,185,,,4,5,0,False
987b80f57190d6d0,Ivan,Cole,Ivan Cole,JP,"5' 9""",135,,,2,3,0,False
5d8a9c95af50280a,Chandler,Cole,Chandler Cole,The Hammer,"5' 10""",264,72.0,Orthodox,10,4,0,False
21b8a0f5c231096f,Mark,Coleman,Mark Coleman,The Hammer,"6' 1""",205,75.0,Orthodox,16,10,0,False
ffb20ae0db47ebe6,Cortez,Coleman,Cortez Coleman,Hollywood,"6' 1""",185,,,13,8,0,False
cc900c6a71ed23f3,Clay,Collard,Clay Collard,Cassius,"5' 11""",145,73.0,Orthodox,14,7,0,False
6b64db453edf4c50,Jamie,Colleen,Jamie Colleen,,"5' 3""",115,65.0,Orthodox,4,1,0,False
92fa1401b7927da3,Jake,Collier,Jake Collier,The Prototype,"6' 3""",230,78.0,Orthodox,13,10,0,False
9123c54d0a2b72dd,Christian,Colombo,Christian Colombo,,"6' 5""",265,,Orthodox,8,3,1,False
dfc7f0a2d91ad337,Willian,Colorado,Willian Colorado,,"5' 10""",135,72.0,,11,1,0,False
a85998eb79650b2c,Wes,Combs,Wes Combs,The Soldier,"6' 2""",205,,Orthodox,20,6,0,False
a76c07e8e4c76e9a,Rose,Conceicao,Rose Conceicao,,"4' 7""",115,65.0,Orthodox,7,1,0,False
b4ebc1539a08054b,Roque,Conceicao,Roque Conceicao,,"5' 4""",125,67.0,Orthodox,10,3,0,False
f9f07bb5a43535ed,Carlos,Condit,Carlos Condit,The Natural Born Killer,"6' 2""",170,75.0,Orthodox,32,14,0,False
41e77dc504a192c6,Chris,Condo,Chris Condo,,"6' 0""",335,,Orthodox,0,1,0,False
c44530d3969134a3,Jack,Congdon,Jack Congdon,.50 Cal,"6' 2""",170,75.0,Switch,7,2,0,False
2ebfbe72ed703925,Tristan,Connelly,Tristan Connelly,Boondock,"5' 10""",145,68.0,Orthodox,14,8,0,False
d450769115a193c2,Marcos,Conrado Jr.,Marcos Conrado Jr.,,"6' 2""",220,,Orthodox,5,1,0,False
18f5669a92e99d92,Jeremiah,Constant,Jeremiah Constant,,"6' 1""",240,,Orthodox,11,8,0,False
06d4eb8123087123,Jonathan,Contrestano,Jonathan Contrestano,JT,--,155,,,6,0,0,False
1c061eb6e29eaa0a,Bob,Cook,Bob Cook,Crazy,"5' 9""",170,,Orthodox,5,0,0,False
3ab0df1ddd5f1dc2,Mike,Cook,Mike Cook,,"6' 1""",205,,Orthodox,13,13,0,False
e6daf9cdbf0da889,Chad,Cook,Chad Cook,,"6' 2""",205,,,10,12,0,False
fa238ecfd048f7d8,TJ,Cook,TJ Cook,,--,205,,,13,5,0,False
5efaaf313b652dd7,Dewey,Cooper,Dewey Cooper,The Black Cobra,--,205,,,2,1,0,False
88ffe9745e218dd8,Brett,Cooper,Brett Cooper,,"6' 0""",170,,Orthodox,23,12,0,False
78bd6940d093fd33,Bill,Cooper,Bill Cooper,,--,155,,,2,1,0,False
1b51895e5572cfda,Bobby,Cooper,Bobby Cooper,Super Duper,"6' 1""",155,,,12,7,0,False
d4a31850a7457f1b,Amanda,Cooper,Amanda Cooper,ABC,"5' 3""",115,64.0,Switch,3,5,0,False
ce47f49e5c386a9c,Kit,Cope,Kit Cope,Havoc,"6' 0""",170,,Orthodox,6,7,0,False
8c8c92a12621d7e0,Chris,Cope,Chris Cope,C-Murder,"6' 0""",170,72.0,Orthodox,8,4,0,False
3aa794cbe1e3484b,Josh,Copeland,Josh Copeland,Cuddly Bear,"6' 1""",265,,Orthodox,12,4,0,False
2b91eff985b532cd,Michael,Cora,Michael Cora,Kookie Monster,"6' 1""",170,77.0,Southpaw,4,1,0,False
3f52ce18fb98008f,Akira,Corassani,Akira Corassani,,"5' 8""",145,68.0,Orthodox,12,6,0,False
1f9344211ca7fd60,Muhsin,Corbbrey,Muhsin Corbbrey,,"5' 10""",155,,Orthodox,17,9,0,False
5e9ca8dd7d783a75,Alden,Coria,Alden Coria,Cobra,"5' 8""",125,67.0,Orthodox,11,3,0,False
d967f0128c323de6,Daniel,Cormier,Daniel Cormier,DC,"5' 11""",235,72.0,Orthodox,22,3,0,False
f2b3f4ef3f780168,Nora,Cornolle,Nora Cornolle,,"5' 7""",135,67.0,Orthodox,9,3,0,False
fe67cd6423f7a8ad,Clint,Coronel,Clint Coronel,,--,155,,,2,5,0,False
7cb0946d51b8cde7,Henry,Corrales,Henry Corrales,,"5' 9""",145,,,13,3,0,False
673ea7dcc786b1b3,Bethe,Correia,Bethe Correia,Pitbull,"5' 5""",135,64.0,Orthodox,11,6,1,False
4e9fb05d7e5e61b8,Wesley,Correira,Wesley Correira,Cabbage,"6' 3""",260,,Orthodox,20,16,0,False
fc08099550072fe4,Waldo,Cortes Acosta,Waldo Cortes Acosta,Salsa Boy,"6' 4""",260,78.0,Orthodox,16,2,0,False
68d4a891e5cf2029,Tracy,Cortez,Tracy Cortez,,"5' 5""",125,65.0,Orthodox,12,3,0,False
1a7d44196949577c,Reyes,Cortez Jr.,Reyes Cortez Jr.,,"5' 7""",135,68.0,Orthodox,7,3,0,False
1267b631db78665a,Chad,Corvin,Chad Corvin,The Brave Warrior,"6' 5""",255,,,5,0,0,False
afe8d5b39ff7fca2,Louis,Cosce,Louis Cosce,,"5' 9""",170,71.0,Orthodox,7,2,0,False
2c010b26a3306969,Orion,Cosce,Orion Cosce,Galaxy,"5' 11""",170,71.0,Switch,8,2,0,False
d150c6fbdb7687f4,Miguel,Cosio,Miguel Cosio,,"6' 4""",205,,,1,13,0,False
222d6b547de2e035,Jadson,Costa,Jadson Costa,,"5' 7""",155,,Orthodox,22,8,0,False
28877eddb1c0b967,Guilherme,Costa,Guilherme Costa,The Prodigy,--,155,,,7,1,0,False
2e5c2aa8e4ab9d82,Paulo,Costa,Paulo Costa,The Eraser,"6' 1""",185,72.0,Orthodox,15,4,0,False
325ad0dd9126d3df,Randy,Costa,Randy Costa,The Zohan,"5' 9""",135,73.0,Switch,6,4,0,False
3fa97913cfd205d3,Alessandro,Costa,Alessandro Costa,Nono,"5' 4""",125,67.0,Orthodox,14,5,0,False
20bccc9bb4ceb23e,Melquizael,Costa,Melquizael Costa,Melk Cauthy,"5' 10""",145,71.0,Southpaw,24,7,0,False
c41cbb5bf944ca54,Vitor,Costa,Vitor Costa,,"6' 2""",185,75.0,Orthodox,8,2,0,False
f584a6e0b5b74604,Oscar,Cota,Oscar Cota,Elevation,"6' 0""",230,72.0,Orthodox,11,3,0,False
